Company,TypeName,Ram,OpSys,Weight,CPU,GPU,TouchScreen,IPS,HDD,SSD,PPI
Asus,Notebook,4,Windows,2.0,Intel Core i3,Intel,0,0,,256,157.3505121487356
Lenovo,Notebook,4,Windows,2.32,Intel Core i7,Intel,0,0,,,141.21199808219862
Lenovo,Gaming,16,Windows,3.31,Intel Core i7,Nvidia,0,1,,512,141.21199808219862
MSI,Gaming,16,Windows,1.91,Intel Core i7,Nvidia,0,0,,128,141.21199808219862
HP,Notebook,4,Windows,2.07,Intel Core i3,Intel,0,0,0,,100.45466986113651
Lenovo,2 in 1 Convertible,8,Windows,1.36,Intel Core i5,Intel,1,1,,256,209.8006828649808
Lenovo,Ultrabook,6,Windows,1.54,Intel Core i7,Nvidia,0,0,,256,141.21199808219862
Dell,Notebook,8,Other,1.98,Intel Core i7,Nvidia,0,0,,256,141.21199808219862
Acer,Notebook,4,Windows,2.1,Other Intel Processor,Intel,0,0,0,,100.45466986113651
HP,Notebook,6,Windows,2.18,Intel Core i7,Nvidia,0,1,,,141.21199808219862
Asus,Gaming,8,Windows,2.591,Intel Core i7,Nvidia,0,1,,256,141.21199808219862
Dell,2 in 1 Convertible,16,Windows,2.09,Intel Core i7,Intel,1,0,,512,141.21199808219862
Acer,Notebook,4,Windows,2.23,Intel Core i5,Nvidia,0,0,,256,141.21199808219862
Dell,Ultrabook,8,Other,1.23,Intel Core i5,Intel,1,0,,256,276.053530085501
Acer,Gaming,16,Windows,4.2,Intel Core i7,Nvidia,0,1,,256,127.33567457123111
Lenovo,Gaming,8,Windows,2.4,Intel Core i5,Nvidia,0,1,,,141.21199808219862
Samsung,2 in 1 Convertible,4,Other,1.15,AMD,ARM,1,1,,,234.50740003017813
HP,Notebook,4,Windows,1.86,Intel Core i5,Intel,0,0,0,,100.45466986113651
Apple,Ultrabook,8,Mac,0.92,Other Intel Processor,Intel,0,1,,,226.41554716935852
Dell,2 in 1 Convertible,8,Windows,1.6,Intel Core i5,Intel,1,1,,256,165.6321180513006
HP,Notebook,12,Windows,2.21,Intel Core i7,Nvidia,0,1,,128,141.21199808219862
Lenovo,Notebook,4,Other,1.9,Intel Core i3,AMD,0,0,,,100.45466986113651
Asus,Gaming,16,Windows,4.3,Intel Core i7,Nvidia,0,1,,512,127.33567457123111
Acer,Notebook,4,Other,2.1,Other Intel Processor,Intel,0,0,,,100.45466986113651
MSI,Gaming,16,Windows,2.43,Intel Core i7,Nvidia,0,0,,256,127.33567457123111
Dell,Notebook,4,Windows,2.3,Intel Core i3,AMD,0,0,,128,100.45466986113651
Lenovo,Notebook,8,Other,2.2,Intel Core i7,Nvidia,0,0,0,,100.45466986113651
Dell,2 in 1 Convertible,16,Windows,2.0,Intel Core i7,Intel,1,0,,512,141.21199808219862
Dell,Ultrabook,16,Windows,1.2,Intel Core i7,Intel,1,0,,512,276.053530085501
Asus,Gaming,8,Windows,2.2,Intel Core i7,Nvidia,0,0,,,141.21199808219862
Dell,Notebook,8,Windows,2.36,Intel Core i5,AMD,0,0,,256,141.21199808219862
HP,Notebook,8,Windows,1.91,Intel Core i5,Intel,0,0,,256,100.45466986113651
Lenovo,Notebook,4,Windows,2.2,AMD,AMD,0,0,0,,100.45466986113651
Acer,Notebook,8,Windows,3.3,Intel Core i3,Nvidia,0,0,,,106.11306214269258
Asus,Gaming,16,Windows,2.2,Intel Core i7,Nvidia,0,0,,256,141.21199808219862
Apple,Ultrabook,8,Mac,0.92,Other Intel Processor,Intel,0,1,,,226.41554716935852
Asus,Notebook,16,Windows,2.2,Intel Core i7,Nvidia,0,0,,128,141.21199808219862
MSI,Gaming,16,Windows,2.43,Intel Core i7,Nvidia,0,1,,256,127.33567457123111
Dell,2 in 1 Convertible,8,Windows,2.191,Intel Core i5,Intel,1,1,,256,141.21199808219862
Asus,Gaming,16,Windows,2.9,Intel Core i7,Nvidia,0,0,,256,127.33567457123111
Acer,Netbook,2,Other,1.3,Other Intel Processor,Intel,0,0,,32,135.0942111925629
Acer,Notebook,4,Windows,3.3,Intel Core i3,Nvidia,0,0,,,106.11306214269258
Lenovo,Notebook,8,Other,2.8,Intel Core i5,Intel,0,0,,,106.11306214269258
Lenovo,Gaming,8,Windows,2.6,Intel Core i7,Nvidia,0,1,,128,141.21199808219862
Acer,2 in 1 Convertible,8,Windows,1.2,Intel Core i7,Intel,1,1,,256,157.3505121487356
Lenovo,Notebook,8,Windows,2.3,Intel Core i7,Intel,0,1,,256,141.21199808219862
MSI,Gaming,8,Windows,2.2,Intel Core i7,Nvidia,0,0,,128,141.21199808219862
HP,Notebook,6,Windows,2.1,AMD,AMD,0,0,,,141.21199808219862
Dell,Ultrabook,8,Windows,1.26,Intel Core i5,Intel,1,0,,256,176.23257360658386
Dell,2 in 1 Convertible,4,Windows,2.08,Intel Core i3,Intel,1,0,0,,146.86047800548656
Asus,Notebook,4,Windows,2.65,Other Intel Processor,Intel,0,0,,,100.45466986113651
Dell,Ultrabook,8,Windows,1.29,Intel Core i7,Intel,1,0,,256,276.053530085501
Dell,Notebook,4,Other,2.18,Intel Core i5,Intel,0,0,,,100.45466986113651
Lenovo,Gaming,16,Windows,2.6,Intel Core i7,Nvidia,1,1,,128,141.21199808219862
MSI,Gaming,8,Windows,2.2,Intel Core i7,Nvidia,0,0,,128,141.21199808219862
Lenovo,Netbook,16,Windows,1.3,Intel Core i7,Intel,1,1,,512,176.23257360658386
Razer,Gaming,16,Windows,1.95,Intel Core i7,Nvidia,0,0,,,157.3505121487356
Dell,Notebook,8,Windows,2.3,Intel Core i3,Intel,1,0,,,100.45466986113651
MSI,Gaming,16,Windows,2.7,Intel Core i7,Nvidia,0,0,,256,127.33567457123111
Apple,Ultrabook,4,Mac,1.08,Intel Core i5,Intel,0,0,,,135.0942111925629
HP,Notebook,4,Windows,2.1,Intel Core i3,Intel,0,0,,,141.21199808219862
HP,Ultrabook,8,Windows,1.54,Intel Core i7,Intel,0,0,,256,209.8006828649808
Dell,Notebook,4,Windows,2.24,Intel Core i5,Intel,0,0,0,,100.45466986113651
MSI,Gaming,8,Windows,2.3,Intel Core i7,Nvidia,0,0,,128,141.21199808219862
Lenovo,Notebook,16,Windows,1.4,Intel Core i7,Intel,0,1,,512,165.6321180513006
Lenovo,Notebook,6,Windows,2.2,AMD,AMD,0,0,,256,141.21199808219862
Asus,Ultrabook,8,Windows,1.45,Intel Core i7,Intel,0,0,,256,165.6321180513006
Acer,Notebook,4,Other,2.4,Intel Core i3,Intel,0,0,0,,100.45466986113651
Dell,2 in 1 Convertible,16,Windows,2.77,Intel Core i7,Nvidia,1,0,,512,127.33567457123111
HP,Notebook,4,Windows,1.54,Intel Core i5,Intel,0,0,,256,157.3505121487356
Asus,Gaming,16,Windows,2.5,Intel Core i7,Nvidia,0,1,,256,141.21199808219862
Dell,Notebook,4,Windows,1.6,Intel Core i5,Intel,0,0,0,,111.93520355955211
Asus,Gaming,16,Windows,2.34,Intel Core i7,Nvidia,0,1,,256,141.21199808219862
Lenovo,Notebook,8,Other,2.3,Intel Core i5,Intel,0,1,,256,141.21199808219862
Dell,2 in 1 Convertible,8,Windows,1.24,Intel Core i5,Intel,1,0,,256,276.053530085501
Dell,Notebook,4,Other,2.2,Other Intel Processor,Intel,0,0,0,,100.45466986113651
HP,Notebook,4,Windows,1.86,AMD,AMD,0,0,0,,100.45466986113651
Lenovo,Notebook,6,Windows,2.4,Intel Core i3,Nvidia,0,0,,128,141.21199808219862
Lenovo,Notebook,8,Windows,1.9,Intel Core i5,Intel,0,1,,256,157.3505121487356
Dell,Notebook,4,Windows,2.2,Other Intel Processor,Intel,0,0,0,,100.45466986113651
Asus,Notebook,4,Windows,2.0,Other Intel Processor,Intel,0,0,,,100.45466986113651
Asus,Gaming,16,Windows,4.0,Intel Core i7,Nvidia,0,1,,128,127.33567457123111
Dell,Notebook,4,Windows,2.29,Intel Core i3,Intel,0,0,0,,100.45466986113651
Lenovo,Notebook,8,Windows,2.32,Intel Core i7,AMD,0,0,,,141.21199808219862
MSI,Gaming,8,Windows,2.4,Intel Core i7,Nvidia,0,0,,128,141.21199808219862
Lenovo,2 in 1 Convertible,4,Windows,1.8,Intel Core i5,Intel,1,0,,128,157.3505121487356
Asus,Ultrabook,8,Windows,1.2,Other Intel Processor,Intel,0,1,,512,165.6321180513006
Dell,Notebook,6,Windows,2.3,Intel Core i3,Intel,0,0,,,100.45466986113651
Acer,Notebook,4,Other,2.4,Other Intel Processor,Intel,0,0,0,,100.45466986113651
Dell,Notebook,2,Windows,2.2,Other Intel Processor,Intel,0,0,0,,100.45466986113651
Lenovo,Notebook,8,Windows,2.6,Intel Core i7,Nvidia,0,1,,,141.21199808219862
HP,Notebook,6,Windows,2.04,AMD,AMD,0,0,,,141.21199808219862
Dell,Notebook,8,Other,2.3,Intel Core i7,AMD,0,0,,,100.45466986113651
HP,Netbook,2,Windows,1.17,Other Intel Processor,Intel,0,0,,,135.0942111925629
Asus,Notebook,4,Windows,2.2,Intel Core i7,Nvidia,0,0,0,,100.45466986113651
Lenovo,2 in 1 Convertible,4,Windows,1.8,Intel Core i7,Intel,1,1,,128,157.3505121487356
Lenovo,2 in 1 Convertible,16,Windows,1.3,Intel Core i7,Intel,1,1,,512,276.053530085501
Lenovo,Notebook,2,Windows,1.5,Other Intel Processor,Intel,0,0,,,111.93520355955211
HP,Notebook,6,Windows,2.19,Intel Core i7,AMD,0,0,,,100.45466986113651
